TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION,is_us_total,is_all_classes,VALUE_clipped
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6660.0,POUNDS PER ACRE,True,True,6660.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2021,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7200.0,POUNDS PER ACRE,False,False,7200.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7380.0,POUNDS PER ACRE,False,False,7380.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7940.0,POUNDS PER ACRE,False,True,7940.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7370.0,POUNDS PER ACRE,False,True,7370.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2022,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6580.0,POUNDS PER ACRE,False,False,6580.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7314.0,POUNDS PER ACRE,True,False,7314.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7710.0,POUNDS PER ACRE,True,True,7710.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,8627.0,POUNDS PER ACRE,True,False,8627.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2021,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6900.0,POUNDS PER ACRE,False,False,6900.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2021,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7540.0,POUNDS PER ACRE,False,False,7540.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2023,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7600.0,POUNDS PER ACRE,False,False,7600.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2023,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,6000.0,POUNDS PER ACRE,False,False,6000.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7470.0,POUNDS PER ACRE,False,True,7470.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7523.0,POUNDS PER ACRE,True,False,7523.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,3500.0,POUNDS PER ACRE,False,False,3500.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2023,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,4400.0,POUNDS PER ACRE,False,False,4400.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7410.0,POUNDS PER ACRE,False,True,7410.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2023,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,8300.0,POUNDS PER ACRE,False,False,8300.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7540.0,POUNDS PER ACRE,False,True,7540.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,9050.0,POUNDS PER ACRE,False,True,8834.400000000001
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2022,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6680.0,POUNDS PER ACRE,True,False,6680.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2023,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,8010.0,POUNDS PER ACRE,False,False,8010.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2022,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7430.0,POUNDS PER ACRE,False,False,7430.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2023,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7650.0,POUNDS PER ACRE,False,False,7650.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7630.0,POUNDS PER ACRE,False,True,7630.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2022,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7370.0,POUNDS PER ACRE,False,False,7370.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7550.0,POUNDS PER ACRE,False,True,7550.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7397.0,POUNDS PER ACRE,True,False,7397.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7471.0,POUNDS PER ACRE,True,False,7471.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7910.0,POUNDS PER ACRE,False,False,7910.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2024,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,5150.0,POUNDS PER ACRE,False,False,5150.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6970.0,POUNDS PER ACRE,True,False,6970.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6870.0,POUNDS PER ACRE,True,True,6870.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6800.0,POUNDS PER ACRE,True,True,6800.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2023,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8670.0,POUNDS PER ACRE,False,False,8670.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2024,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,8890.0,POUNDS PER ACRE,False,False,8834.400000000001
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7748.0,POUNDS PER ACRE,True,True,7748.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8530.0,POUNDS PER ACRE,False,True,8530.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6710.0,POUNDS PER ACRE,True,True,6710.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8700.0,POUNDS PER ACRE,False,False,8700.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,8264.0,POUNDS PER ACRE,True,False,8264.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2024,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7670.0,POUNDS PER ACRE,False,False,7670.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,8430.0,POUNDS PER ACRE,False,True,8430.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,8181.0,POUNDS PER ACRE,True,False,8181.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2024,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7030.0,POUNDS PER ACRE,False,False,7030.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7640.0,POUNDS PER ACRE,False,True,7640.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,6850.0,POUNDS PER ACRE,False,False,6850.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2024,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6730.0,POUNDS PER ACRE,True,False,6730.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7540.0,POUNDS PER ACRE,False,True,7540.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2024,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,8440.0,POUNDS PER ACRE,False,False,8440.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2024,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7550.0,POUNDS PER ACRE,False,False,7550.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7290.0,POUNDS PER ACRE,False,False,7290.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2024,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,5000.0,POUNDS PER ACRE,False,False,5000.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7670.0,POUNDS PER ACRE,False,True,7670.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8770.0,POUNDS PER ACRE,False,True,8770.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2021,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7450.0,POUNDS PER ACRE,False,False,7450.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2022,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7950.0,POUNDS PER ACRE,False,False,7950.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2022,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,6300.0,POUNDS PER ACRE,False,False,6300.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7990.0,POUNDS PER ACRE,False,True,7990.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2022,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6530.0,POUNDS PER ACRE,True,False,6530.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2021,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7660.0,POUNDS PER ACRE,False,False,7660.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7600.0,POUNDS PER ACRE,False,False,7600.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,8040.0,POUNDS PER ACRE,False,True,8040.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7641.0,POUNDS PER ACRE,True,True,7641.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7385.0,POUNDS PER ACRE,True,True,7385.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6510.0,POUNDS PER ACRE,False,True,6510.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8540.0,POUNDS PER ACRE,False,True,8540.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6860.0,POUNDS PER ACRE,False,True,6860.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2022,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,5000.0,POUNDS PER ACRE,False,False,5000.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2023,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7510.0,POUNDS PER ACRE,False,False,7510.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2023,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6860.0,POUNDS PER ACRE,True,False,6860.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7955.0,POUNDS PER ACRE,True,False,7955.0
